distance
0.45
-0.006
0.483
0.228
0.839
-0.003
1.56
-1.12
-0.447
0.381
-1.177
0.579
0.03
-1.729
-0.451
0.106
0.1
-0.946
0.509
-1.076
-0.048
-0.162
-0.129
-0.015
0.027
-1.949
-0.213
3.476
-2.315
0.123
-0.321
-0.756
0.141
0.003
1.471
0.654
-0.123
-0.816
-0.087
-0.081
-1.551
-1.581
-0.3
0.073
0.162
-0.186
0.195
0.003
-0.539
0.639
0.128
0.021
-0.156
0.654
0.945
-0.905
2.162
0.306
1.126
-1.187
0.603
-3.332
0.078
-1.563
-0.531
0.36
-1.15
0.279
0.699
0.039
-1.302
-0.474
1.144
1.637
0.592
-3.871
0.003
-3.219
48.494
0.458
0.978
-1.855
-0.33
-0.486
0.417
2.836
-0.159
0.171
1.119
0.697
-0.178
0.253
-0.681
0.058
-0.005
1.786
0.446
-0.484
0.12
0.924
0.126
2.606
-0.215
-1.794
1.098
-0.133
0.544
0.176
-0.072
0.291
0.147
-1.736
-0.624
-1.389
0.97
-0.054
-0.003
0.003
-0.162
0.201
0.114
-1.488
-0.28
0.982
0.012
0.375
-0.686
-0.129
0.275
0.342
0.273
0.219
0.113
-0.099
0.126
-0.003
0.246
-0.825
0.294
3.438
0.267
0.788
-0.292
-0.169
0.118
-0.015
3.866
0.159
9.626
-1.93
0.063
-0.3
-0.649
0.003
3.188
4.339
2.44
-0.045
-0.582
1.194
0.396
-0.105
-1.392
-15.804
-9.573
1.15
-0.907
0.069
3.637
0.123
0.147
0.068
0.003
-2.448
-0.156
0.138
0.364
-0.372
0.741
0.288
-0.303
-1.765
-0.198
-0.493
-0.639
0.177
-1.751
6.294
-0.725
-0.027
0.024
-0.279
-0.405
-0.631
-1.539
-0.483
-0.51
0.24
0.093
0.165
1.308
0.054
-0.622
0.144
3.279
-0.009
-0.507
-1.182
0.681
-0.57
-1.125
-0.798
0.759
0.683
-0.063
0.69
0.354
-0.015
0.186
0.15
8.297
-1.354
0.995
2.241
-0.04
-0.271
-1.695
2.277
0.264
-0.132
-0.099
1.066
-1.018
0.366
-0.096
-0.539
1.835
-0.153
-0.819
-0.773
1.819
-0.713
0.156
1.098
0.483
0.249
0.063
0.015
-0.063
0.331
0.736
0.427
-0.033
1.074
-0.411
-0.207
4.787
2.546
0.286
0.159
0.296
0.953
-10.308
2.271
-0.021
-0.069
-0.258
-1.106
-0.324
-0.177
0.378
-0.003
-0.556
-11.721
-0.381
0.939
0.039
-0.003
-0.246
1.788
0.477
-0.081
1.263
0.086
-1.729
-0.647
2.556
0.363
-0.697
-1.972
-1.623
-3.898
0.276
-16.868
-1.325
0.3
3.552
-0.552
2.898
-0.951
-0.961
-0.694
-0.582
0.165
-9.681
0.375
0.267
0.36
-0.392
-0.42
0.678
-2.034
0.641
0.057
-0.808
3.179
0.216
1.226
0.021
-0.552
-0.372
-1.9
3.771
0.294
0.219
-2.005
0.451
-2.629
-0.895
-1.337
-0.654
-0.339
-0.063
-2.005
-0.395
0.066
-0.531
1.17
-0.213
-0.531
0.081
-0.352
-1.901
0.589
2.53
-0.372
0.471
-0.465
0.093
-3.904
-0.376
2.249
-0.21
1.668
1.776
-0.224
-1.402
0.405
-1.897
0.278
-0.45
0.195
0.369
-0.751
2.095
0.189
-2.288
2.781
-1.627
1.436
-2.493
5.431
-0.772
-4.142
-0.249
-0.192
0.45
0.501
1.957
1.494
1.43
-0.096
-0.096
0.819
0.282
-2.18
0.048
2.27
0.166
0.231
0.069
8.258
-0.075
-0.886
-0.354
-0.03
0.3
0.208
-0.264
0.024
0.141
8.386
-0.042
-0.066
-0.853
0.339
2.809
-0.238
-0.009
-1.317
-0.009
0.165
0.56
0.748
1.767
-3.146
1.367
0.245
0.096
-0.063
-0.475
-0.457
-0.403
0.078
-0.261
0.732
2.716
-2.471
-0.278
-0.95
-2.168
-2.156
0.729
-0.063
8.264
2.222
-0.003
0.003
-0.687
-0.003
-0.893
0.959
0.201
-0.165
2.678
-1.392
-1.251
0.771
-0.781
2.708
-0.825
-2.335
0.483
-0.237
-2.123
-3.235
1.837
-1.43
-0.024
0.188
-1.282
-0.265
-1.907
0.018
0.075
1.386
-1.494
0.564
-0.03
-2.081
0.309
0.003
-0.051
0.003
1.098
-0.884
-1.615
-1.209
1.927
0.129
-0.012
0.399
-4.498
0.003
0.483
0.069
2.229
0.069
1.035
0.312
0.018
0.871
2.873
1.005
0.153
0.033
5.863
0.102
2.876
0.021
-2.741
0.434
1.049
-0.036
-0.06
0.021
2.303
2.378
2.308
0.401
-0.402
1.341
