distance
0.153
-0.285
-0.189
-0.111
0.495
-0.074
0.143
0.174
0.081
0.615
-0.433
0.507
0.156
-0.09
0.555
0.045
0.396
3.33
-2.293
0.249
-0.618
0.594
0.138
0.036
-0.021
-0.18
-0.338
1.062
1.548
-0.831
0.174
-0.556
0.36
1.472
0.928
1.308
0.477
4.247
1.695
0.075
1.899
0.259
-0.311
-0.148
-0.381
0.147
-0.484
0.009
1.765
-1.36
0.725
-0.012
-3.556
-1.563
-1.605
-0.498
0.534
-0.084
0.099
0.033
0.258
-0.282
0.278
-0.697
-0.363
-0.237
0.84
-0.183
-1.461
-0.111
-1.562
0.469
-0.507
-0.213
0.495
1.287
2.303
-10.26
-0.099
-0.357
-7.511
0.146
-4.425
1.59
-2.255
2.772
1.214
-4.072
0.021
-1.985
-0.37
-0.129
-0.612
0.962
0.152
-0.437
1.026
-0.078
0.15
0.293
-0.289
-0.033
0.239
1.277
-0.069
0.264
0.666
-0.003
0.033
0.069
1.443
0.684
5.152
-1.141
-0.204
0.188
-1.365
-0.219
0.054
0.003
0.994
0.731
0.257
4.58
2.357
2.558
0.693
-0.353
0.141
0.584
1.269
-0.258
0.853
-0.369
1.687
-0.039
-9.411
0.425
-0.467
-0.003
0.072
-0.89
-0.8
-0.552
0.433
-0.48
0.434
-0.294
0.117
-0.459
-1.58
0.308
0.27
-1.15
-3.27
-0.012
-0.227
-0.976
0.243
1.815
0.417
1.644
-0.228
-0.707
-0.051
-0.522
0.165
-0.762
-0.075
-0.165
-1.257
0.342
1.093
0.138
-1.907
2.803
-0.587
0.479
0.629
4.71
0.498
-0.333
1.232
-0.817
0.993
-0.003
-4.398
0.671
0.351
0.876
0.12
0.033
0.06
0.069
0.281
-0.171
-0.498
0.087
0.3
-2.341
0.3
-1.09
0.096
0.156
0.024
0.003
-2.217
0.055
0.198
0.003
-1.605
0.069
1.144
0.093
-0.567
0.096
0.003
-1.071
-3.371
-1.109
-0.126
0.003
-1.059
-1.434
0.003
0.129
0.714
-0.003
0.237
0.408
-0.61
0.86
0.063
0.33
0.021
0.216
0.693
0.287
1.75
-0.081
-0.204
0.003
-0.12
-0.176
-0.165
0.003
-0.725
0.702
-0.482
-1.398
-0.514
-1.273
-0.177
1.217
0.039
0.305
0.869
-0.183
-3.063
-0.135
0.066
-0.357
-0.027
0.147
0.045
-0.075
-1.398
0.405
-0.384
-1.019
-1.785
-0.147
-0.003
-0.018
-4.946
-3.302
-2.569
-0.49
0.33
0.144
0.504
-0.12
-0.189
-2.2
0.142
0.213
1.121
0.553
1.232
-0.63
-0.399
0.015
0.273
-0.174
0.587
1.742
0.291
0.888
-0.255
-0.054
0.119
0.102
-0.138
-2.284
-0.03
0.404
0.21
-1.389
0.765
0.793
-0.389
0.009
-0.358
-0.972
-0.822
0.342
-0.387
-0.195
-0.956
-0.804
0.216
2.192
0.181
-0.291
1.89
-0.123
0.245
0.258
-0.62
-0.162
-0.207
-0.842
-1.642
-0.261
-1.755
0.012
0.123
-4.265
0.273
0.553
1.282
-0.618
1.089
-0.264
0.825
0.746
2.352
0.844
5.075
-0.362
0.246
-0.159
0.573
-0.679
-0.903
0.037
-1.027
-1.495
1.155
0.033
-2.096
0.108
-0.406
0.027
-0.084
0.225
-0.596
-0.027
0.938
-1.99
-0.843
-0.102
0.087
-0.33
0.744
2.576
0.063
-0.645
1.293
0.425
-0.006
-3.885
4.088
-0.3
1.001
-0.136
0.03
-2.195
-0.129
0.084
2.623
-1.088
12.484
0.081
-0.471
0.542
-2.169
-0.087
0.048
-2.351
0.018
-0.323
0.368
0.248
4.035
-0.198
-0.187
1.36
0.57
0.124
-3.244
0.192
-7.688
-0.12
0.045
2.688
2.894
-0.477
-0.138
-0.996
0.327
0.656
-1.114
-0.037
-0.489
0.261
-0.615
-0.507
-0.391
1.542
0.815
-0.678
0.649
-0.15
0.228
-0.537
-4.307
-3.388
0.294
-0.387
0.018
-1.573
0.186
-0.923
0.411
0.636
-10.155
1.771
-1.558
-0.298
4.65
-2.684
-1.16
17.011
-0.273
2.614
-0.249
0.318
-0.951
1.573
-0.419
0.237
0.261
0.261
-2.141
-0.111
0.403
-0.723
-0.621
